     STN NO    NYEAR  INDEX     LAT       LON    ELEVATION DIST_COAST  RF_SPL_W RF_SPL_S   WDAY_W     WDAY_S   RF_W       RF_S    MAX_W_S_S RF_ANNUAL
      202       32    55102   -30.740   151.060   870.000   184.793    47.494    66.520    21.938    21.406   195.869   276.513     4.313   886.304
      203       51    55109   -30.800   151.110   790.000   194.232    39.996    61.136    21.451    24.569   172.346   279.377     5.078   834.673
      204       82    55118   -30.920   150.700   375.000   211.058    27.840    54.921    14.268    16.744   113.686   206.385     3.756   585.649
      205       49    55122   -30.840   150.910   471.000   203.091    34.841    61.057    21.102    23.122   146.541   253.308     4.735   754.321
      206       50    55136   -30.970   151.350   910.000   165.458    32.826    61.104    25.580    28.760   150.992   272.058     5.320   778.574
      207       50    55140   -31.010   150.710   378.000   203.766    28.966    58.117    16.960    19.380   125.314   234.922     4.160   660.182
      208       50    55143   -31.020   151.070   462.000   178.053    26.798    54.130    21.180    24.240   136.949   246.252     4.900   703.966
      209       31    55146   -31.040   151.330  1050.000   160.322    40.306    62.465    22.419    23.032   167.834   280.142     4.871   824.863
      210       47    55148   -31.060   151.050   420.000   176.173    32.119    58.371    15.809    19.404   131.786   248.412     4.128   696.081
      211       50    55157   -31.090   150.660   434.000   211.059    28.902    64.750    17.380    19.300   144.480   236.262     4.340   696.512
      212       44    55158   -31.160   150.870   418.000   181.394    27.350    56.166    18.295    19.568   128.457   235.675     4.227   668.365
      213       48    55160   -31.170   151.060   425.000   166.993    30.025    53.263    19.771    21.229   133.771   237.076     4.333   691.081
      214       25    55167   -31.180   150.750   423.000   197.983    28.904    70.898    20.280    21.360   133.744   252.182     4.640   718.978
      215       29    55174   -31.250   150.800   473.000   188.885    36.990    72.286    18.655    21.207   143.990   268.396     4.552   740.995
      216       50    55176   -31.260   151.080   540.000   158.930    38.552    62.548    22.880    24.500   156.848   257.582     4.840   757.564
      217       37    55182   -31.320   150.990   505.000   161.451    37.370    61.438    22.432    24.000   140.276   257.859     4.973   722.159
      218       50    55183   -31.300   150.860   477.000   181.097    36.166    62.765    19.520    20.200   145.556   243.409     4.680   708.465
      219       48    55189   -31.340   151.180   530.000   145.931    40.890    70.117    23.625    23.167   175.473   267.309     4.938   800.651
      220       50    55190   -31.370   150.840   579.000   175.788    44.425    69.112    20.840    21.580   178.361   267.195     4.600   802.276
      221       43    55193   -31.370   151.350   650.000   131.680    53.711    73.267    23.558    23.791   238.235   297.623     4.651   967.870
      222       56    55194   -31.340   150.850   518.000   177.961    37.814    65.396    21.964    22.857   159.846   262.780     5.089   767.870
      223       42    55224   -30.900   151.200   714.000   180.196    31.157    51.064    23.048    21.810   173.107   252.501     3.952   772.428
      224       26    55227   -30.770   150.430   404.000   241.414    26.638    60.688    12.615    12.462   126.796   197.731     2.692   597.450
      225       30    55237   -31.670   150.320   380.000   188.199    31.220    62.100    19.967    22.033   130.273   243.050     4.500   688.157
      226       43    55248   -31.720   150.580   370.000   165.921    34.631    52.500    14.814    15.000   134.951   219.893     3.302   656.077
      227       40    55273   -30.820   149.840   298.000   287.776    28.075    57.423    14.575    18.900   114.975   221.077     3.950   613.661
      228      100    55274   -30.780   150.440   409.000   239.963    27.408    52.777    17.330    18.060   115.212   200.290     3.920   573.690
      229       39    55275   -31.290   150.540   299.000   200.441    32.900    64.425    15.513    17.333   124.867   234.194     4.154   656.860
      230       48    55276   -30.880   150.490   304.000   229.137    24.533    60.918    18.250    21.063   111.285   221.585     4.438   616.187
      231       39    55279   -31.090   150.740   425.000   195.913    31.836    61.436    19.718    22.154   132.937   235.995     4.308   680.356
      232       37    55293   -30.750   150.620   365.800   229.552    25.689    53.443    12.459    16.486   103.557   215.372     3.595   568.461
      233       35    55296   -30.770   151.250   855.000   166.628    38.709    63.904    20.400    23.400   165.159   264.161     4.571   801.197
      234       31    55302   -31.360   151.140   520.000   147.454    38.816    62.316    23.677    23.613   169.186   260.524     5.000   766.573
      235       25    55311   -31.220   150.820   475.000   190.601    35.984    62.418    20.320    22.120   161.248   253.667     4.360   742.751
      236       55    55328   -30.860   150.750   510.000   212.131    32.445    59.035    18.491    21.818   132.213   249.289     4.345   711.642
      237       26    55331   -30.730   150.580   430.000   233.842    27.338    51.573    15.192    18.769   118.365   215.092     4.192   630.319
      238       56    56004   -30.000   151.700  1432.600   138.407    50.702    80.689    17.482    21.375   234.407   310.623     4.857   982.352
