STN NO,NYEAR,INDEX,STATION NAME,LAT,LON,ELEVATION,DIST_COAST,av_an_tmax,WET_SPL,DRY_APL,D_MAX_RF,AMT_WET_SPL,AMT_MON,WDAY_MON,AMT_AU,AMT_WIN,AMT_SP,AMT_SU,WDAY_AU,WDAY_WIN,WDAY_SP,WDAY_SU,AN_WET_DYS,AN_RAINFALL,AMT/WDAY
906,56,4037,TALGA,-21.05,120,200,115.49,34.88,3.54,155.02,64.32,68.04,24.33,1.65,86.58,32.33,12.52,160.58,5.73,2.3,1.18,10.63,19.84,292.01,14.75
907,30,4053,CONDON,-20,119.4,4,0.61,34.39,4.07,116.67,71.09,79.78,23.95,1.88,118.38,47.72,3.02,122.74,7.23,4.3,0.93,10.17,22.63,291.86,12.58
908,25,4074,GOLDSWORTHY,-20.342,119.521,45,28.36,34.96,5.16,118.28,73.28,74.58,27.47,2.69,96.85,32.75,4.64,195.47,9.72,4.32,1.08,17.2,32.32,329.71,10.17
909,26,4089,WICKHAM,-20.674,117.143,10,3.58,33.51,3.96,93.54,84.43,98.61,25.12,1.74,113.66,44.52,1.7,141.5,6.85,4.42,0.5,9.08,20.85,301.38,14.34
910,94,5004,EXMOUTH,-22.376,114.111,15,2.09,31.41,3.9,77.84,75.12,86.03,21.86,1.69,111.63,74.98,6.45,69.19,6.91,7.64,1.06,4.66,20.27,262.25,13.06
911,38,5061,DAMPIER,-20.728,116.748,6,6.36,32.65,4.66,101.5,61.04,55.57,21.56,2.16,94.81,53.13,2.33,108.37,8.71,6.08,1.03,10.03,25.85,258.64,9.84
912,64,6011,CARNARVON,-24.888,113.67,4,0.77,27.28,4.77,57.91,47.64,39.06,19.04,3.37,67.22,112.61,15.34,33.35,9.92,19.86,6.11,4.53,40.42,228.52,5.8
913,43,6062,CARNARVON,-24.9,113.65,4.6,0.21,27.04,4.33,66.86,51.31,40.87,19.62,2.91,77.2,109.45,10.92,37.71,8.81,17.84,4.3,3.98,34.93,235.28,6.82
914,99,7027,GABYON,-28.249,116.34,340,172.91,27.90,4.38,60.04,42.76,34.72,21.68,3.14,80.67,106.1,26.42,46.92,9.36,18.23,5.11,4.99,37.69,260.11,6.93
915,61,7028,WANNA,-24.047,116.218,320,255.82,32.07,3.69,84.87,47.84,45.47,20.49,2,74.75,62.15,9.1,99.85,6.85,6.2,1.57,9.28,23.9,245.85,10.41
916,53,7032,ILLGIDDY,-27.629,117.487,500,304.96,28.03,4.15,59.91,44.63,35.63,18.77,3.11,63.89,77.42,19.89,63.94,9.66,15.6,4.72,7.24,37.22,225.14,5.99
917,73,7047,MEELINE,-28.447,118.268,450,339.43,27.85,3.82,68.7,38.22,31.77,18.82,2.71,63.33,75.18,25.22,62.28,8.27,13.6,4.93,5.77,32.57,226.01,6.88
918,40,7088,WOOGALONG,-27.806,116.569,350,213.81,28.01,4.55,59.03,37.52,35.88,17.89,3.19,59.37,90.46,18.7,46.1,9.1,18.52,4.63,6.03,38.28,214.63,5.63
919,39,7153,PRAIRIE,-23.553,119.148,620,347.96,31.18,4.26,116.82,47.75,55.14,23.5,2.36,87.15,38.82,15.05,139.48,8.82,4.28,2.18,12.97,28.25,280.5,10.01
920,44,7177,MININER,-23.604,117.689,450,314.7,33.53,4.41,83.32,50.08,40.89,20.75,2.74,74.51,52.63,12.15,109.46,10.27,6.7,3.05,12.82,32.84,248.75,7.57
921,25,7178,PARABURDOO,-23.203,117.669,391,270.28,33.27,4.36,84.28,56.64,37.53,22.76,3.11,85.87,51.3,14.13,120.83,9.88,8.36,3.2,15.88,37.32,272.13,7.48
922,102,7197,CHALLA,-28.282,118.311,400,348.82,28.12,3.88,66.05,38.37,31.65,18.06,2.63,65.75,71.74,21.05,58.07,8.48,13.59,4.1,5.44,31.61,216.61,6.79
923,76,8001,BALLA,-28.06,114.946,240,61.89,26.80,5.72,54.62,41.03,43.2,26.14,4.26,90.77,156.86,35.2,31.06,11.47,26.6,8.95,4.12,51.14,313.89,6.27
924,50,8007,PINDAWA,-28.896,115.811,350,95.53,27.19,5.84,51.06,43.62,35.94,28.35,4.72,93.25,155.44,47.96,43.94,12.4,28.12,11.02,5.16,56.7,340.59,6.05
925,79,8018,BUNTINE,-29.933,116.77,290,171.28,26.57,5.66,51.75,39.75,35.74,25.73,4.62,90.61,134.34,40.65,43.42,12.19,27.27,10.95,5.11,55.52,309.02,5.75
926,46,8021,SUNNYDALE,-30.042,116.698,320,167.14,26.29,5.33,52.72,42.36,32.46,27.14,4.73,94.86,145.32,47.64,37.74,12.44,27.61,11.5,5.17,56.72,325.56,5.87
927,28,8030,CHAPMAN,-28.6,114.8,176,20.14,25.57,7.68,50.36,45.73,70.36,42.61,6.29,113.94,300.64,73.64,22.46,16.64,36.71,17.5,4.61,75.46,510.68,6.8
928,46,8034,COOARRA,-30.3,116.8,300,161.49,25.87,6.24,49.5,32.55,30.87,25.2,5.3,78.87,147.26,43.78,32.54,13.96,31.78,12.24,5.59,63.57,302.45,4.72
929,48,8043,DINGLEY,-29,116,290,109.29,27.23,6.54,47.52,38.57,40.87,28.1,5.34,83.6,163.9,43.58,46.17,14.1,30.96,12.48,6.56,64.1,337.25,5.26
930,97,8061,HYDE,-30.284,116.633,340,148.17,25.70,6.58,48.31,37.96,38.25,29.43,5.46,88.91,170.68,52.59,41.06,13.64,32.83,13.35,5.68,65.5,353.24,5.54
931,98,8067,KOOBABBIE,-29.941,116.2,280,117.9,26.48,6.5,46.43,37.28,35.91,28.11,5.55,88.65,165.62,47.97,35.1,14.44,32.56,13.97,5.58,66.55,337.34,5.05
932,32,8068,KOOLANOOKA,-29.3,116.05,268,104.86,27.23,6.63,49.25,40.54,44.02,27.35,5.37,79.69,163.43,39.9,44.58,14.06,32.38,11.78,6.16,64.38,327.6,5.11
933,84,8070,LAKE,-30.782,116.506,260,112.97,25.27,6.44,49.62,36.87,35.86,30.03,5.38,91.85,177.65,55.18,35.88,13.42,32.39,14.07,4.73,64.61,360.56,5.63
934,36,8074,LINTONS,-29.2,115.983,283,101.4,27.10,7,52.14,40.86,38.48,28.52,5.01,91.06,163.86,48.01,40.94,12.67,30.67,11.64,5.17,60.15,343.87,5.75
935,40,8082,MELROSE,-30.4,116.9,313,168.58,25.64,7.78,43.05,32.72,36.48,26.38,6.45,77.5,155.32,47.13,37.43,16.5,38.25,16.1,6.7,77.55,317.38,4.08
936,78,8085,MILING,-30.492,116.363,250,114.43,25.76,6.32,50.03,37.03,36.71,30.55,5.34,92.64,180.54,54.04,39.49,13.85,31.89,13.5,4.86,64.1,366.71,5.74
937,76,8092,MORAWA,-29.191,115.881,310,92.39,26.97,7.05,50.07,39.08,47.92,30.08,5.57,93.35,179.59,51.68,36.1,14.03,33.17,13.99,5.72,66.91,360.72,5.43
938,101,8096,MUMBY,-28.153,114.569,200,25.19,25.96,6.63,59.71,42.88,52.8,34.02,5.13,102.64,227.24,55.79,22.24,13.13,32.18,12.84,3.32,61.47,407.91,6.65
939,63,8118,SUNDERLAND,-28.323,114.945,270,44.98,26.46,6.7,52.71,39.61,44.76,27.72,4.89,85.21,176.91,42.39,28.11,12.81,29.4,12.22,4.25,58.68,332.62,5.76
940,92,8128,TENINDEWA,-28.554,115.246,180,63.67,27.32,6.35,53.27,37.3,39.95,27.03,5.18,88.8,167.09,40.11,28.4,13.73,31.85,11.92,4.71,62.21,324.4,5.26
941,96,8146,YTINICHE,-30.071,116.209,300,115.19,26.09,5.72,51.2,36.28,36.78,28.45,4.81,85.65,172.19,48.56,35.34,12.17,29.3,11.61,4.7,57.78,341.74,5.96
942,43,8148,BOOKARA,-29,114.9,31,10.11,26.16,8.49,59.3,50.65,73.94,39.83,5.76,102.24,291.55,65.37,18.8,13.88,37.21,14.56,3.46,69.11,477.96,6.99
943,58,8159,MAYSBORO,-30.99,116.355,270,88.84,24.89,8.09,44.95,38.01,52.86,36.17,6.64,103.78,217.08,72.75,40.8,16.69,37.97,19.1,6,79.76,434.41,5.43
944,66,8230,ELENA,-30.382,116.722,290,150.59,25.84,6.39,51.97,32.02,32.27,24.33,5.07,74.93,138.48,41.97,37.02,13.05,30.94,12.17,4.76,60.92,292.4,4.81
945,39,8234,BYRON,-28.567,115.281,180,70.17,27.62,5.67,48.67,35.74,38.63,24.69,4.81,84.83,142.6,42.35,26.57,12.49,28.8,12.05,4.36,57.7,296.35,5.17
946,35,8261,MINDARRA,-29.064,115.175,240,30.29,26.36,6.2,45.66,38.77,43.15,35.63,5.74,101.15,224.98,76.19,25.21,14.66,32.94,17,4.17,68.77,427.53,6.2
947,46,8268,BALLA,-27.97,114.969,240,68.86,27.11,5.83,44.91,41.95,38.34,26.32,4.66,93.94,154.09,35.94,31.81,13.26,27.2,10.3,5.11,55.87,315.78,5.7
948,31,8269,HIGH,-28.267,114.714,280,29.82,26.43,6.36,55.26,43.67,57.24,33.7,4.82,109.95,212.82,61.95,18.8,12.77,29.81,12.42,2.81,57.81,403.52,7.03
949,31,8271,NINDETHANA,-28.811,115.967,340,112.43,27.36,5.71,45.52,37.7,36.83,25.02,4.89,89.48,128.31,40.7,42.12,13.9,28.03,11.13,5.61,58.67,300.61,5.16
950,28,8273,ARENA,-29.359,115.45,280,46.74,26.73,6.75,46.39,41.1,47.86,34.9,5.76,97.3,215.92,78.44,27.39,14.71,33.61,15.89,4.93,69.14,419.05,6.05
951,27,8274,NARALING,-28.419,114.819,200,28.98,26.67,5.56,48.15,42.1,49.08,31.68,4.88,94.18,200.74,59.51,25.76,12.3,28.41,13.7,4.07,58.48,380.19,6.55
952,27,8275,ANRO,-30.368,116.265,320,113.62,25.81,5.82,57.78,38.31,37.26,31.28,4.89,90.98,178.78,64.02,41.5,11.56,30.41,12.19,4.52,58.68,375.28,6.61
953,39,8277,RUFUS,-30.283,116.65,350,149.63,25.64,6.2,48.54,36.6,40.62,26.28,5.26,89.16,149.85,39.24,36.82,14.36,30.8,11.8,6.03,62.99,315.07,5.03
954,33,8292,TAWARRI,-28.516,115.37,240,80.22,27.64,5.06,54.73,36.22,33.97,25.26,4.42,87.17,140.41,42.86,32.73,10.82,27.42,10.85,3.97,53.06,303.17,5.77
955,49,8294,WANDANA,-28.209,115.285,260,80.67,27.60,4.94,54.02,46.55,40.43,27.32,4.37,95.95,143.89,40.68,47.16,11.9,25.98,9.57,5,52.45,327.68,6.29
956,75,9002,ALLAMBIE,-31.25,115.73,50,22.67,24.33,9.84,46.6,49.99,95.67,57.08,7.54,146.98,385.73,120.63,31.68,19,44.15,21.76,5.57,90.48,685.02,7.62
957,55,9003,BELVOIR,-31.8,116,18,20.22,24.37,11.06,47.16,45.9,111.18,66.04,8.13,164.54,456.83,140.6,30.06,19.66,46.89,24.94,6.04,97.53,792.03,8.09
958,60,9013,COWALLA,-31.05,115.567,64,19.64,23.98,11.55,49.75,49.09,102.32,59.26,8.07,152.72,413.32,117.5,27.48,20.42,46.95,24.03,5.47,96.87,711.02,7.34
959,50,9014,DANDARAGAN,-30.697,115.582,150,37.6,24.87,8.7,45.9,46.32,81.69,51.43,6.97,133.88,341.9,108.65,32.56,17.32,40.34,20.36,5.5,83.52,616.99,7.52
960,64,9021,PERTH,-31.927,115.976,15.4,9.48,24.41,11.77,37.34,49.6,116.02,65.1,9.16,159.73,443.55,143.8,34.31,23.55,49.75,28.25,8.36,109.91,781.39,7.12
961,47,9022,GUILDFORD,-31.899,115.972,15,10.44,23.99,13,35.68,52,133.85,73.33,9.74,183.39,504.05,160.03,32.55,24.51,52.4,31.4,8.57,116.88,880.02,7.52
962,66,9024,MARBLING,-31.561,116.084,150,39.92,24.14,10.56,37.91,48.47,97.12,63.73,8.61,153.2,424.32,147.32,39.72,21.8,47.46,26.32,7.67,103.25,764.56,7.39
963,112,9034,PERTH,-31.956,115.87,19,0.7,23.69,12.8,33.79,51.6,123.6,72.49,9.93,186.06,492.42,156.68,34.47,25.7,52.71,31.2,9.56,119.17,869.63,7.31
964,59,9055,DANDARAGAN,-30.683,115.7,184,48.62,24.70,9.68,44.41,46.79,84.48,55.2,7.79,138.99,375.68,115.6,32.07,19.73,44.1,23.31,6.41,93.55,662.34,7.1
965,43,9114,LANCELIN,-31.016,115.33,4,0.68,24.01,9.65,44.19,45.62,72.23,51.3,8.38,132.53,346.23,108.26,28.49,21.6,47.47,24.93,6.47,100.47,615.51,6.18
966,38,9137,CARDUP,-32.248,116.017,50,24.27,23.91,9.76,37.55,53.58,101.06,71.98,8.73,174.62,466.44,184.63,37.6,22.03,47.03,28.03,7.66,104.75,863.29,8.25
967,36,9168,KARRAGULLEN,-32.119,116.121,300,24.17,22.67,10.86,35.64,62.15,126.93,85.31,8.94,200.43,546.85,221.76,54.42,22.81,47.33,28.31,8.78,107.23,1023.46,9.55
968,35,9181,SWAN,-31.882,116.059,80,18.63,24.50,9.46,41.66,52.22,99.11,66.26,7.79,159.93,437.82,157.59,39.61,19.17,44.2,23.74,6.23,93.34,794.95,8.54
969,25,9188,WOODSOME,-31.75,116,29,24.95,24.47,9.28,55.6,48.94,111.84,59.47,6.52,153.75,412.91,122.36,24.76,16.36,39,18.64,4.24,78.24,713.78,9.19
970,26,9190,KELMSCOTT,-32.13,116.005,30,16.21,23.40,12.5,35.27,66.18,152.22,94.64,9.82,244.84,634.33,215.09,41.12,24.31,51.46,32.69,9.35,117.81,1135.38,9.56
971,25,9194,MEDINA,-32.221,115.808,14,4.44,23.48,10.36,40.52,59.1,90.6,65.06,9.04,166.62,419.3,152.25,42.51,23.6,49.84,27.92,7.16,108.52,780.68,7.18
972,102,9500,ALBANY,-35.029,117.881,3,0.34,19.69,12.9,15.77,49.2,92.13,78.64,14.48,228.23,405.6,230.13,79.56,42.07,61.55,46.14,23.98,173.74,943.52,5.44
973,96,9501,ARUNDEL,-34.477,117.481,260,61.33,20.48,9.67,27.98,38.41,50.36,49.35,10.55,141.86,245.88,145.34,59.48,28.35,49.62,34.46,14.28,126.71,592.56,4.69
974,102,9518,CAPE,-34.373,115.136,13,0.28,19.74,19.45,20.31,53.24,145.42,81.94,14.52,230.71,503.71,195.78,53,40.37,68.72,46.45,18.79,174.33,983.2,5.67
975,56,9521,CARMENDALE,-34.735,117.722,200,29.79,20.37,13.32,17.09,41.78,74.53,63.76,13.31,188.49,296.94,201.02,78.21,38.48,57.32,41.39,22.57,159.76,764.66,4.8
976,37,9524,CORDINUP,-34.67,118.532,250,3.96,20.43,9.51,22.22,47.7,43.78,50.87,10.85,146.42,226.88,163.56,75.06,31.43,47.22,34.62,17.08,130.35,611.92,4.82
977,73,9527,DARDANUP,-33.397,115.783,40,13.11,22.75,11.29,40.18,56.87,116.24,77.32,8.95,207.6,508.02,174.82,37.49,22.6,49.66,27.99,7.14,107.39,927.93,8.65
978,102,9534,DONNYBROOK,-33.572,115.825,63,27.62,22.49,15.33,33.66,56.11,154.94,82.17,11.02,209.81,532.58,200.07,43.44,27.79,58.09,35.88,10.49,132.25,985.9,7.47
979,74,9538,DWELLINGUP,-32.71,116.059,267,37.26,21.84,17.12,34.03,67.06,205.67,104.03,10.99,254.7,680.01,256.03,57.66,28.88,57.37,34.89,10.7,131.84,1248.4,9.63
980,62,9541,ESPERANCE,-33.85,121.883,4,1.57,21.76,8.47,24.74,45.52,59.09,57.65,10.77,163.81,309.46,155.83,62.5,31.92,48.94,32.47,15.85,129.18,691.6,5.39
981,41,9563,WATTLEGROVE,-34.8,117.017,91,24.44,20.38,13.02,16.93,50.57,112.88,98.88,14.12,286.09,509.35,287.17,103.22,39.39,60.78,45.49,23.78,169.44,1185.83,7.03
982,93,9572,MANDURAH,-32.503,115.766,15,3.22,22.92,13.19,36.32,56.26,122.6,72.47,9.79,192.01,489.47,153.04,35.19,24.83,54.37,30.24,8,117.44,869.71,7.42
983,59,9583,MYLOR,-33.86,115.855,300,49.1,21.57,15.54,29.97,52.38,143.89,80.74,11.91,213.13,505.88,201.63,48.69,30.66,60.22,39.24,12.91,143.03,969.33,6.79
984,101,9594,PEPPERMINT,-34.435,119.363,60,1.69,21.94,8.69,22.05,50.01,59.67,56.28,10.77,178.89,263.06,159.23,73.79,32.07,46.67,33.2,17.31,129.25,674.97,5.25
985,89,9607,WHITE,-34.548,117.931,150,41.18,20.80,6.76,34.89,39.32,35.76,39.19,7.94,111.62,180.19,124.89,53.34,21.19,37.8,26.42,9.81,95.22,470.04,4.99
986,44,9612,WALPOLE,-34.851,116.709,120,15.23,20.22,12.93,16.5,50.68,116.15,99.66,13.35,285.97,528.71,289.83,92.34,37.5,58.64,43.96,20.25,160.35,1196.85,7.48
987,88,9615,WARRIUP,-34.715,118.469,20,2.13,20.48,8.05,22.67,52.13,51.18,52.07,10.55,164.04,228.01,162.88,69.39,31.39,44.73,34.1,16.25,126.47,624.32,5.08
988,102,9616,WESTBOURNE,-34.091,116.663,280,88.91,20.96,10.3,34.61,42.76,67.22,57.6,9.49,159.44,328.2,154.12,49.2,24.76,48.74,30.75,9.63,113.88,690.96,6.16
989,102,9619,WILGARRUP,-34.152,116.204,240,57.85,20.95,14.84,28.09,46.91,121.22,76.1,11.68,199.77,453.78,202.67,56.58,30.43,58.95,38.54,12.21,140.13,912.8,6.59
990,50,9629,MARRIWOOD,-33.446,115.731,30,14.98,22.78,14.84,34.04,53.5,139.73,76.36,10.57,198.92,493.91,181.31,42.87,27.1,56.56,34,9.24,126.9,917.01,7.22
991,71,9630,WONNENUP,-34.211,117.103,205,89.92,21.24,7.28,43.1,39.21,43.48,42.66,7.59,118.5,233.44,115.81,43.96,20.06,40.04,23.87,7.07,91.04,511.71,5.77
992,57,9631,ESPERANCE,-33.603,121.783,158,28.7,22.05,7.19,26.1,40.31,38.48,42.04,9.17,119.3,185.48,127.5,71.72,25.95,40.35,29.3,14.37,109.97,504,4.66
993,31,9638,BOWS,-33.7,121.7,90,17.7,22.12,6.45,29.07,41.39,48.19,50.04,8.36,159.65,235.15,143.79,62.66,25.23,36.9,25.87,12.35,100.35,601.25,6.08
994,66,9657,ROELANDS,-33.296,115.779,15,7.1,22.90,12.85,37.32,54.35,130.98,74.93,9.67,195.72,494.05,171.04,38.49,24.38,52.46,30.95,8.14,115.93,899.3,7.74
995,63,9666,MCALINDEN,-33.596,116.335,220,67.8,22.35,10.49,37.13,45.44,83.28,57.6,9.09,152.84,359.01,138.11,40.84,22.73,49,29.13,8.24,109.1,690.8,6.37
996,52,9668,KURANDA,-33.674,116.647,240,97.5,22.00,9.23,34.04,40.11,60.3,47.67,8.81,127.79,275.41,122.75,45.87,21.94,47.31,27.94,8.5,105.69,571.82,5.41
997,38,9669,BALINGUP,-33.711,115.802,120,33.83,22.28,14.32,34.03,57.44,137.02,78.22,11,211.42,497.52,187.06,42.73,28.05,58.42,35.45,10.18,132.1,938.73,7.11
998,27,9672,BRAMLEY,-33.893,115.085,94,9.52,20.54,16.33,28.59,57.78,155.94,92.76,12.84,264.2,592.01,209.34,50.37,35.37,66.11,40.81,11.78,154.07,1115.92,7.27
999,49,9673,BOKERUP,-34.251,116.877,280,82.68,21.07,9.33,28.59,37.67,51.46,48.72,9.32,134.05,260,138.62,51.69,25.06,47.18,30.08,9.41,111.73,584.36,5.25
1000,33,9674,LANGLEY,-33.795,122.158,60,12.49,21.67,7.39,31.61,43.04,61.98,53.16,7.87,157.68,276.98,139.38,63.73,22.97,39.27,23,9.18,94.42,637.77,6.75
1001,32,9698,DINGUP,-34.2,116.2,238,57.5,20.81,12.41,30.09,44.57,105.54,80.47,10.35,210.28,471.06,227.81,56.32,28.38,51.13,33,11.72,124.23,965.47,8.07
1002,26,9702,DWELLINGUP,-32.7,116.1,332,40.28,21.35,10.42,41.38,69.14,153.8,110.12,9.11,270.57,724.31,281.86,44.53,23.77,49.04,28.19,8.15,109.15,1321.27,12.43
1003,27,9711,JARNADUP,-34.283,116.1,232,44.23,19.99,14.52,22.82,46.73,143.34,92.99,11.99,237.06,548.84,257.79,74.15,31,57.52,39.74,15.81,144.07,1117.84,7.77
1004,29,9730,COOMALBIDGUP,-33.696,121.366,80,13.09,22.40,5.55,31.34,43.4,38.97,43.28,7.55,128.08,194.24,121.38,76.26,22.17,34.03,23.14,11.17,90.51,519.96,5.77
1005,42,9754,METTLER,-34.596,118.552,120,11.22,20.69,8.81,19.07,50.72,46.81,50.85,12.04,158.47,204.24,161.75,84.6,34.24,49.79,40.02,20.57,144.62,609.06,4.29
1006,52,9771,YOONGARILLUP,-33.741,115.47,60,14.76,22.01,13.71,34.71,57.12,115.61,70.38,10.39,188.02,456.13,163.65,36.57,27,55.63,32.98,8.98,124.59,844.37,6.77
1007,41,9772,ERINAIR,-33.761,121.216,60,8.86,22.40,6.32,32.02,44.12,46.94,45.75,7.55,134.31,206.76,136.1,70.84,22.02,34.34,24.22,9.83,90.41,548.01,6.11
1008,46,9787,ECLIPSE,-35.183,117.883,103,0.34,19.31,14.26,16.37,47.12,103.15,78.99,15.08,221.39,451.06,208.07,67.37,44.63,65.5,47.8,23.04,180.97,947.89,5.23
1009,39,9789,ESPERANCE,-33.83,121.893,25,1.95,21.72,7.92,23.51,45.49,52.36,51.77,10.15,146.74,261.09,143.44,69.59,29.03,45.77,31.9,15.1,121.8,620.86,5.1
1010,38,9801,ALEXANDRA,-34.16,115.189,20,10.63,20.99,16.05,24.1,52.38,154.9,89.3,12.42,238.57,543.45,236.3,53.16,33.53,60.95,40.66,13.84,148.98,1071.48,7.22
1011,42,9802,THE,-33.663,121.631,90,19.77,22.27,5.52,35.33,46.33,39.45,44.01,6.96,129.6,199.3,129.95,69.19,20.19,31.91,21.98,9.45,83.53,528.04,6.35
1012,40,9804,ADINA,-33.881,122.217,60,9.84,21.61,8.13,24.25,45.79,55.76,59.82,9.83,162.17,315.86,164.67,74.66,28.13,44.95,30.05,14.68,117.81,717.36,6.11
1013,38,9816,LORT,-33.726,121.301,60,10.37,22.43,6.84,28.24,42.18,42.86,46.46,8.52,136.16,210.73,138.37,71.82,25.34,36.9,27.26,12.68,102.18,557.08,5.51
1014,36,9829,TALLANGATTA,-33.891,120.326,40,6.01,22.80,5.28,46.17,43.67,39.26,39.79,5.53,125.24,179.96,115.59,55.65,17.33,26,17.47,5.44,66.24,476.44,7.5
1015,46,9835,WAYJO,-34.403,118.969,80,4.96,21.53,7.35,24.09,43.59,43.75,45.43,9.55,139.84,186.91,149.31,67.33,27.13,40.24,31.93,15.2,114.5,543.39,4.77
1016,29,9838,RANCHO,-34.294,115.146,5,0.05,20.55,18.41,22.86,54.03,170.93,92.15,13.58,240.84,575.68,234.28,54.79,37.21,67.69,42.83,15.24,162.97,1105.59,6.81
1017,33,9842,JARRAHWOOD,-33.796,115.666,130,30.87,22.04,13.42,31.45,56.13,134.46,78.64,10.63,197.91,492.41,208.81,44.36,26.82,55.94,34.24,10.58,127.58,943.49,7.45
1018,25,9847,MOKINE,-33.779,122.715,90,11.62,22.00,5.84,28.76,34.58,40.86,44.6,7.19,126.62,211,122.04,75.57,21.16,33.92,21.04,10.24,86.36,535.23,6.25
1019,38,9848,WINDRUSH,-34.772,118.132,120,18.31,19.94,9.74,18.32,43.98,51.04,56.39,13.23,161.31,246.79,187.76,80.44,36.63,55.9,43.79,22.4,158.72,676.3,4.26
1020,41,9858,SYLVAN,-33.65,116.567,223,89.6,22.10,11.63,38.56,43.04,81.51,51.74,9.62,141.36,315.25,120.26,44.42,24.51,52,30.29,8.71,115.51,621.29,5.41
1021,25,9860,KINGSTONE,-34.05,116.85,293,99.05,21.02,14.32,27,38.31,80.14,49.2,11.64,131.42,280.59,127.52,52.01,31.8,59.96,35.56,12.6,139.92,591.54,4.24
1022,43,9862,CAPERCUP,-33.508,116.739,250,99.38,22.18,9.26,36.77,40.46,49.88,42.62,8.62,111.63,243.97,109.58,46.06,20.49,47.58,27.23,8.07,103.37,511.24,4.95
1023,36,9867,LORINNA,-33.651,122.016,100,19.74,22.04,7.03,28.19,36.4,45.78,41.08,9.02,120.01,181.85,123.51,67.71,25.67,40.11,29.08,13.28,108.14,493.08,4.55
1024,34,9873,SOUTH,-32.649,116.038,280,32.67,22.59,12.21,34.38,67.08,162.6,100.35,9.92,250.57,627.55,262.46,62.77,24.76,51.91,32.41,9.82,118.9,1203.35,10.11
1025,38,9907,YANMAH,-34.213,116.023,260,40.76,20.85,13.97,22.4,43.51,114.03,82.07,13.18,216.67,465.79,241.65,59.77,34.76,63.24,43.53,16.55,158.08,983.88,6.23
1026,36,9912,FERGUSON,-33.445,115.851,120,21.4,22.84,11.44,41.11,55.02,121.01,77.18,8.99,200.67,483.24,197.6,44.63,21.86,49.28,29.75,6.94,107.83,926.14,8.6
1027,33,9927,THE,-33.603,116.013,220,44.48,22.50,11.33,33.51,49.04,93.04,69.24,10.39,177.05,422.32,186.61,45.13,25.55,54.15,34.46,10.58,124.74,831.11,6.7
1028,34,9928,VERMEULEN,-34.839,116.721,180,16.47,20.34,13.62,15.59,45.89,109.86,93.39,14.49,255.18,498.69,280.33,85.25,39.47,62.03,47.68,24.47,173.65,1119.45,6.45
1029,42,9930,TAMARU,-34.879,118.047,60,7.9,19.63,9.26,18.81,45.84,53.23,57.97,12.22,167.21,267.21,186.08,75.27,34.74,51.12,41.12,19.59,146.57,695.77,4.75
1030,27,9963,GLENMORE,-33.686,115.015,80,2.54,20.79,11.78,41.04,52.38,110.01,75.39,9.37,191.11,491.24,184.28,38.03,23.52,52.81,29.15,6.93,112.41,904.66,8.09
1031,40,9970,LOUGHREA,-33.806,120.913,70,5.81,22.25,6.78,26.17,43.93,44.92,49.48,8.16,145.54,229.87,148.51,68.7,23.88,35.95,26.05,11.9,97.78,592.62,6.09
1032,41,9975,BUNDALEER,-34.703,118.299,150,14.17,20.23,6.71,36.15,47.81,50.56,50.01,8.03,152.35,221.63,160.61,65.98,22.02,36.78,28.58,9,96.38,600.57,6.43
1033,97,10002,BAANDEE,-31.367,117.903,270,202.51,25.20,5.84,44.02,38.14,28.1,25.56,5.55,83.2,129.97,50.22,43.04,14.57,31.54,13.95,6.6,66.66,306.43,4.63
1034,37,10003,BALKULING,-31.983,117.1,264,114.13,24.29,8.57,45.68,39.18,55.8,35.22,7.02,99.4,217.67,71.62,33.99,17.59,40.46,19.51,6.68,84.24,422.68,5.03
1035,97,10006,BELKA,-31.728,118.111,280,212.32,24.62,5.88,51.44,36.95,31.38,27.58,5.07,87.73,147.24,52.34,44.01,12.75,30.21,12.69,5.23,60.88,331.32,5.46
1036,95,10012,BOODJERAKINE,-31.528,117.436,260,154.74,25.11,6.08,47.83,36.05,32.85,28.03,5.55,87.76,153.53,54.8,40.38,14.03,32.36,14.75,5.51,66.65,336.47,5.04
1037,33,10013,BOORALAMING,-30.9,117.3,296,178.34,25.27,7.55,45.49,31.23,32.39,25.57,6.66,77.63,141.62,50.12,37.71,16.73,37.82,18.12,7.21,79.88,307.08,3.82
1038,38,10020,WANOBBING,-31.917,116.967,223,102.13,23.94,7.08,53.4,38.31,45.14,33.71,6.11,91.73,215.31,65.76,33.35,15.42,36.74,16.76,4.5,73.42,406.15,5.48
1039,56,10026,GOODLANDS,-30.061,117.142,310,203.01,26.52,6.02,43.48,39.05,32.22,26.37,5.37,93,133.01,44.47,45.91,14.86,30.43,12.32,6.73,64.34,316.39,4.93
1040,61,10036,YOUNDEGIN,-31.79,117.328,320,138.11,24.31,6.82,44.8,36.58,38.62,30.75,6.03,88.67,174.63,65.05,40.57,14.87,34.57,17.13,5.82,72.39,368.92,5.11
1041,102,10037,CUTTENING,-31.726,117.764,300,180.02,24.72,5.55,50.22,35.3,28.45,25.78,5.16,80.68,137.36,51.01,40.25,13.22,29.6,13.83,5.21,61.86,309.3,5.03
