STN NO,NYEAR,INDEX,STATION NAME,LAT,LON,ELEVATION,DIST_COAST,av_an_tmax,WET_SPL,DRY_APL,D_MAX_RF,AMT_WET_SPL,AMT_MON,WDAY_MON,AMT_AU,AMT_WIN,AMT_SP,AMT_SU,WDAY_AU,WDAY_WIN,WDAY_SP,WDAY_SU,AN_WET_DYS,AN_RAINFALL,AMT/WDAY
1042,95,10039,DOODARDING,-31.007,117.204,295,163.66,25.22,6.98,49.88,35.45,33.67,26.29,5.77,80.02,143.2,50.37,41.96,14.52,33.96,15.14,5.66,69.28,315.55,4.68
1043,101,10041,DOONGIN,-31.619,117.437,250,152.03,25.06,6.16,50.05,34.75,27.83,27.23,5.62,82.46,150.62,56.13,37.53,14.31,32.62,15,5.45,67.38,326.74,4.82
1044,80,10044,BUNGULLA,-31.623,117.543,260,161.65,24.88,5.2,49.78,34.26,29.15,25.95,5.02,81.03,142.63,48.44,38.89,12.7,30.15,12.64,4.71,60.2,310.99,5.17
1045,101,10045,EJANDING,-31.01,117.134,290,158.43,25.18,5.91,48.47,39.02,28.9,26.29,5.28,81.62,143.53,48.02,42.23,13.17,30.8,13.71,5.61,63.29,315.4,5.07
1046,99,10052,ALEPPO,-31.445,117.222,300,139.04,24.93,5.61,51.65,34.38,31.27,27.63,5.22,81.11,157.24,56.61,36.53,12.62,30.96,14.12,4.91,62.61,331.49,5.46
1047,29,10057,GOODLANDS,-30.1,117.1,302,197.57,26.38,5.59,46.97,30.59,30.42,23.61,4.85,81.71,131.52,36.15,33.97,13.65,28.34,10.83,5.41,58.23,283.35,4.99
1048,97,10058,GOOMALLING,-31.299,116.827,239,115.29,24.66,7.27,44.11,35.4,35.49,30.74,6.57,89.06,180.91,59.3,38.9,16.81,38.01,17.81,6.18,78.81,368.17,4.7
1049,36,10059,GOOMARIN,-31.235,118.421,350,253.88,24.90,5.44,44.53,37.09,30.91,25.87,4.97,75.9,137.97,52.68,42.8,12.58,28.86,12.42,5.72,59.58,309.35,5.25
1050,72,10061,HAPPY,-31.142,116.956,300,135.97,24.98,7.1,43.06,34.81,34.2,28.61,6.26,85.58,162.08,57.6,38.02,15.96,36.03,17.06,6.04,75.09,343.28,4.6
1051,59,10065,JENNABERRING,-31.9,117.5,223,152.49,24.61,6.1,54.24,34.69,37.79,27.92,5.19,84.68,163.18,55,32.21,12.98,31.36,13.56,4.34,62.24,335.07,5.37
1052,58,10071,KARLONING,-30.645,118.13,370,258.58,25.55,5.72,48.55,30.84,31.17,24.92,5.12,80.47,131.58,46.44,40.6,13.43,29.14,12.64,6.28,61.49,299.09,4.89
1053,38,10081,KULJA,-30.467,117.283,314,194.71,25.74,5.61,47.97,39.52,32.76,28.31,4.96,86.56,165.21,48.2,39.58,13.03,29.66,11.53,5.34,59.56,339.55,5.9
1054,62,10085,LANAUBRA,-31.3,118,266,213.69,25.25,5.73,44.63,36.93,24.96,25.1,5.49,82.1,131.5,47.28,40.39,14.55,31.52,13.48,6.42,65.97,301.27,4.58
1055,95,10093,MERREDIN,-31.499,118.224,318,227.72,24.90,6.21,43.61,34.96,27.32,26.21,5.96,81.4,135.03,53.63,44.7,15.23,33.47,15.6,7.28,71.58,314.76,4.46
1056,75,10094,NEILBOROUGH,-30.907,118.179,320,247.38,25.55,5.65,46.35,35.35,28.44,24.07,5.1,80.02,122.44,44.78,41.69,14.27,28.39,11.95,6.55,61.16,288.93,4.71
1057,96,10095,MILLSTON,-31.594,118.235,300,226.7,24.87,5.53,46.03,37.82,32.2,28.44,5.39,91.25,146.54,58.96,45.32,13.92,30.33,14.14,6.28,64.67,342.07,5.29
1058,98,10097,MONINGARIN,-30.657,117.262,375,185.44,25.21,6.31,44.05,37.46,31.06,28.58,5.78,89.38,153.02,54.12,46.51,15.22,32.31,14.66,7.11,69.3,343.03,5.04
1059,43,10101,MOUNT,-30.9,118,354,232.85,25.28,5.12,49.72,32.96,25.9,22.48,4.42,74.56,117.2,39.52,39.75,12.09,25.79,9.74,5.39,53.01,271.03,5.16
1060,69,10104,NANYANINE,-31.403,117.724,360,185.12,24.75,5.49,50.87,35.13,28.9,27.52,5.4,87.37,147.86,53.78,41.68,13.74,31.54,13.88,5.65,64.81,330.69,5.14
1061,61,10107,MOUROUBRA,-29.799,117.704,350,264.8,26.78,4.77,45.12,39.28,31.77,24.21,4.27,87.33,116.03,42.09,44.69,12.56,22.72,9.62,6.3,51.2,290.14,5.7
1062,94,10108,NOKANING,-31.326,118.246,300,234.92,25.00,5.43,46.96,34.43,26.84,24.65,5.19,79.36,124.35,49.13,42.99,13.96,29.62,12.94,5.77,62.29,295.83,4.76
1063,60,10109,NOONEGIN,-31.883,118.133,279,212.34,24.69,6.18,48.42,37.27,34.81,28.01,5.69,86.56,149.46,57.57,42.64,14.95,32.92,14.95,5.47,68.29,336.23,4.96
1064,95,10119,KITLANE,-31.795,118.395,350,237.93,24.62,6.11,46.53,37.74,32.51,29.27,5.54,89.19,153.6,60.44,48.17,13.88,32.29,14.32,6.05,66.54,351.4,5.39
1065,102,10124,NANGEENAN,-31.514,118.175,280,222.84,24.94,5.61,44.08,34.27,28.56,25.84,5.41,81.8,133.59,52.18,42.57,14.18,30.46,13.92,6.39,64.95,310.14,4.8
1066,52,10128,WADDERIN,-32,118.4,349,258.82,24.35,6,47.71,37.97,32.42,30.02,5.8,95.44,160.13,64.7,40.05,15.06,33.67,15.29,5.65,69.67,360.32,5.19
1067,100,10133,WALK,-30.826,117.323,320,185.48,25.30,8.09,43.18,33.99,32.91,24.69,6.27,77.68,135.02,45.19,38.32,16.18,36.71,15.54,6.81,75.24,296.21,4.07
1068,26,10139,WOOTTATING,-31.9,116.5,293,58.88,23.08,11.54,35.62,50.01,102.1,63.49,8.99,157.23,421.42,141.19,40.99,22.08,49.19,27.81,8.58,107.66,760.83,7.03
1069,80,10143,YGNATTERING,-31.415,117.266,295,144.28,24.96,6.65,45.46,34.79,32.55,27.51,6,85.01,153.02,52.93,39.1,15.26,34.97,15.88,5.85,71.96,330.06,4.6
1070,100,10149,CODG,-31.336,117.816,320,195.93,24.88,5.77,43,36.83,28.19,26.79,5.47,85.84,139.6,54.32,41.74,13.99,30.74,14.48,6.49,65.7,321.5,4.91
1071,52,10165,GREEN,-31.941,116.984,244,103.48,24.71,5.15,53.06,36.84,36.62,30.32,4.57,83.86,180.81,63.45,35.6,11.54,27.42,11.85,4,54.81,363.72,6.73
1072,30,10170,BENJABERRING,-31.15,117.283,366,160.14,24.56,5.33,51.33,35.37,31.16,27.12,5.18,83.22,157.52,48.45,37.03,13.4,30.13,13.8,4.9,62.23,326.22,5.3
1073,33,10191,JIBBERDING,-30,116.85,293,183.14,26.43,4.88,54.54,37.03,28.68,24.34,4.13,87.18,126.87,35.43,42.49,11.36,25.12,8.48,4.58,49.54,291.97,5.94
1074,30,10235,WILGOYNE,-30.8,118.45,382,275.8,25.47,3.93,51.7,29.26,23.17,20.59,3.51,75.14,101.81,40.68,29.5,9,20.07,8.73,4.33,42.13,247.13,6.13
1075,79,10250,REDWING,-31.135,116.924,305,134.23,25.02,7.01,44,33.98,31.14,27.88,6.21,82.19,160.45,54.29,37.89,15.9,36.14,16.65,5.8,74.49,334.82,4.49
1076,39,10259,BIRAHLEE,-31.324,116.37,310,75.06,24.09,7.59,49.67,40.61,57.93,46.07,6.35,119.64,283.84,108.99,39.45,15.36,37.51,18.18,5.15,76.2,551.92,7.34
1077,28,10287,SHAW,-31.526,117.563,310,166.3,24.98,6.36,44.86,37.2,27.69,27.63,5.76,86.3,138.92,56.9,49.16,13.96,32.68,15.46,7,69.1,331.28,4.78
1078,32,10289,GLENAVON,-31.736,117.415,300,147.38,24.78,5.34,56,39.08,30.74,28.43,4.61,79.14,156.9,57.61,48.05,10.63,28.03,11.78,5.03,55.47,341.7,6.21
1079,40,10295,BALKULING,-31.907,117.234,295,127.34,24.33,5,55.72,35.61,31.69,29.94,4.72,81.94,170.35,67.9,39.11,11.75,28.45,12.93,3.58,56.71,359.3,6.4
1080,98,10510,BAROOGA,-33.164,116.799,280,102.05,22.44,9.79,40.32,38.65,58.77,42.95,8.52,114.37,261.92,101.26,37.81,21.63,46.76,26.39,7.42,102.2,515.36,5.06
1081,79,10513,BENDERING,-32.387,118.262,300,234.98,24.18,4.76,51.29,35.29,29.64,25.83,4.63,75.71,138.64,56.03,39.17,11.57,26.18,12.62,5.16,55.53,309.55,5.73
1082,102,10515,BEVERLEY,-32.108,116.925,199,97.93,24.39,7.88,43.56,39.92,46.5,35.66,7.12,96.93,219.16,73.26,38.45,18.19,40.49,20.16,6.6,85.44,427.8,5.04
1083,100,10524,BROOKTON,-32.373,117.007,250,112.13,23.97,9.04,43.11,39.58,54.65,38.06,7.35,101.87,237.55,78.99,38.23,18.42,42.35,20.54,6.92,88.23,456.64,5.2
1084,102,10528,BUNKIN,-33.247,117.661,310,175.06,22.63,5.98,45.05,37.18,34.08,31.96,5.92,93.72,170.99,77.82,40.82,14.8,32.95,17.29,5.99,71.03,383.35,5.59
1085,95,10534,COLORADO,-32.482,117.565,270,165.7,23.66,5.39,52.56,36.57,35.23,30.68,5.3,86.97,176.86,66.23,38.09,13.62,30.6,14.42,4.95,63.59,368.15,5.88
1086,99,10536,CORRIGIN,-32.329,117.873,295,189.91,23.58,6.97,41.34,41.87,33.21,31.29,6.84,92.66,169.75,67.12,45.82,17.59,38.14,18.86,7.53,82.12,375.35,4.6
1087,58,10539,MILYUNUP,-34.179,117.643,250,87.27,21.28,6.45,39.43,36.24,33.59,35.71,7.38,96.36,175.56,106.65,50.09,18.81,38,24.38,7.43,88.62,428.66,4.93
1088,97,10541,NYERILUP,-33.859,118.816,280,65.13,21.89,6.56,34.75,37.57,31.64,31.99,7.5,94.67,141.83,92.81,54.33,20.29,36.55,23.06,10.1,90,383.64,4.47
1089,40,10548,DURRUNOOK,-33.5,118.2,323,121.2,22.19,8.75,34.25,38.59,37.51,37.44,8.89,110.65,198.15,96.36,43.66,23.23,47.28,26.02,10.07,106.6,448.82,4.27
1090,66,10549,DYLIABING,-33.533,117.917,342,135.44,21.80,9.21,34.51,39.3,41.87,35.94,8.6,113.94,189.51,88.02,39.76,24.05,45.5,24.33,9.32,103.2,431.23,4.29
1091,37,10552,EMU,-32.1,118.367,276,250.38,24.79,5.46,47.62,34.18,31.34,28.36,5.51,87.14,157.72,58.36,34.58,14.62,31.27,14.7,5.49,66.08,337.8,5.17
1092,43,10555,RPF,-32.317,117.8,350,182.88,23.51,6.07,52.16,38.96,43.68,32.52,5.7,99.98,192.97,64.89,32.63,14.95,33.77,15.12,4.61,68.45,390.47,5.74
1093,38,10557,GNARMING,-32.6,118.3,263,211.18,24.06,8.42,41,36.08,38.84,30.41,7.61,94.77,163.71,68.54,39.53,19.4,42.5,21.37,8.1,91.37,366.55,4.02
1094,75,10560,GRAHAM,-32.54,119.112,320,172.57,24.21,6.07,40.4,35.02,33.25,29.01,6.05,86.11,142.06,68.84,51.07,15.08,33.12,16.53,7.87,72.6,348.08,4.86
1095,84,10566,HORSESHOE,-33.571,117.211,270,160.47,22.29,7.11,47.17,39.18,43.58,38.47,6.57,106.75,217.76,97.29,39.39,16.26,36.2,20.43,5.93,78.82,461.19,5.9
1096,25,10569,HYDEN,-32.5,118.9,317,185.04,24.49,5.72,44.48,34.24,32.99,27.13,5.85,85.68,145.16,58.09,38.21,15.96,32.8,14.96,6.52,70.24,327.14,4.67
1097,61,10571,JALNA,-32.379,116.826,235,96.58,23.67,8.98,46.38,42.53,58.19,39.15,7.45,102.46,243.02,85.02,39.37,18.66,41.92,22.07,6.8,89.45,469.87,5.29
1098,82,10572,JAM,-34.268,118.506,190,37.64,20.91,8.51,24.28,41.77,40.91,38.75,10.21,113.44,162.91,125.8,63,28.43,44.92,33.01,16.17,122.53,465.15,3.86
1099,45,10573,JINGALUP,-33.9,117.033,286,124,21.24,14.56,26.73,41.04,71.95,47.59,11.09,132.87,270.9,121.31,45.17,29.49,57.51,33.98,12.2,133.18,570.25,4.37
1100,87,10577,KARLGARIN,-32.483,118.584,280,203.3,24.37,6.43,45.08,38.61,29.84,30.15,6.02,89.91,155.76,70.6,45.25,15.26,33.36,17.13,6.51,72.26,361.52,5.03
1101,102,10579,KATANNING,-33.689,117.555,310,141.58,21.92,9.27,33.31,39.28,44.96,40.36,9.35,116.92,218.32,102.07,46.87,23.91,49.24,28.83,10.27,112.25,484.18,4.32
1102,69,10580,KAYBALLUP,-33.782,119.944,200,16.95,23.11,5.46,34.83,40.33,37.69,31.44,6.42,98.3,120.98,100.4,56.81,18.67,27.68,20.59,10,76.94,376.49,4.91
1103,55,10585,KULIN,-32.6,118.15,324,215.01,23.58,7.13,45.24,34.88,35.61,29.18,6.37,87.05,162.17,63.99,37.13,15.91,36.69,17.27,6.62,76.49,350.34,4.7
1104,98,10586,KUMMININ,-32.008,118.232,270,221.02,24.76,5.86,49.3,34.74,28.48,26.82,5.42,81.41,141.58,57.11,41.51,13.76,31.6,14.26,5.42,65.04,321.61,5
1105,92,10589,KWOBRUP,-33.61,117.988,295,124.68,22.16,7.76,40.65,37.85,37.94,34.73,7.48,105.16,176.39,92.37,42.5,19.46,40.4,22.5,7.38,89.74,416.42,4.73
1106,95,10592,LAKE,-33.101,118.463,286,153.64,23.29,6.33,37.82,39.42,30.34,29.72,7.11,91.17,141.24,72.85,51.76,18.72,38.22,19.97,8.48,85.39,357.02,4.23
1107,73,10595,PINGRUP,-33.651,118.552,290,92.53,22.28,7.01,38.36,36.63,34.43,30.04,7.11,82.81,141.18,81.16,55.32,18,36.26,21.9,9.16,85.32,360.47,4.23
1108,40,10599,LINTON,-33.1,117.3,288,149.27,22.60,6.8,46.08,34.96,41.26,36.87,6.75,108.26,215.36,84.18,32.81,17.45,36.95,20.35,6.22,80.97,440.61,5.47
1109,34,10604,MAYBROOK,-33.4,116.9,232,111.87,22.32,6.91,44.09,37.97,52.68,43.03,6.39,123.6,255.66,103.48,31.26,17.12,34.5,19.65,5.18,76.45,514,7.17
1110,81,10612,NAREMBEEN,-32.066,118.396,276,252.5,24.79,6.09,44.1,36.69,28.97,28.1,5.86,83.74,146.6,60.31,46.46,15.43,32.51,15.69,6.69,70.32,337.11,4.81
1111,102,10614,NARROGIN,-32.934,117.18,338,141.16,22.34,7.65,37.68,41.63,46.66,41.66,7.94,116.39,244.67,95.14,43.62,20.48,42.94,24,7.78,95.2,499.82,5.27
1112,96,10620,OAKLAND,-32.304,116.636,240,76.88,23.62,8.29,49.9,43.49,64.54,44.52,6.78,115.04,291.64,92.97,35.57,17.17,39.76,19.6,4.91,81.44,535.22,6.67
1113,29,10621,OMEO,-32.9,118.8,303,153.18,23.62,5.59,54.31,32.21,39.19,27.67,4.93,81.75,148.07,59.58,42.15,13.21,28.41,12.28,5.21,59.11,331.55,5.88
1114,94,10622,ONGERUP,-33.964,118.489,286,63.25,21.65,6.8,34.46,35.62,34.04,32.39,8.05,93.08,144.47,97.16,53.66,21.08,39.81,25.22,10.46,96.57,388.37,4.18
1115,102,10626,PINGELLY,-32.534,117.083,297,125.8,22.87,7.08,42.13,40.21,43.46,37.56,7.38,104.48,228.57,80.01,37.32,18.85,41.57,21.45,6.72,88.59,450.38,5.09
1116,102,10633,RAVENSTHORPE,-33.58,120.046,232,37.72,22.54,6.69,22.61,40.5,40.5,35.65,8.96,110.15,135.8,108.44,72.92,25.82,36.95,28.09,16.6,107.46,427.31,3.98
1117,65,10642,TALBOT,-32.1,116.75,226,81.43,24.06,8.75,46.86,38.32,55.58,40.34,7.19,108.85,259.39,84.41,31.39,18.2,40.99,21.49,5.63,86.31,484.04,5.68
1118,95,10644,BATHURST,-33.126,118.196,350,158.71,22.49,4.84,47.08,39.41,32.02,30.45,5.17,91.67,154.1,73.43,46.57,13.36,28.33,14.96,5.41,62.06,365.77,5.94
1119,102,10647,WAGIN,-33.307,117.34,256,152.04,22.61,6.61,39.59,40.01,35.01,36.22,7.52,105.48,201.33,86.7,41.01,19.05,40.86,22.64,7.62,90.17,434.52,4.82
1120,101,10648,WANDERING,-32.681,116.676,280,90.68,22.94,11.7,37.47,44.22,81.83,51.69,9.44,132.6,324.31,121.31,42.06,24.28,50.93,29.34,8.78,113.33,620.28,5.53
1121,65,10649,WAYVILLE,-33.525,117.646,300,157.3,22.18,6.82,41.26,36.61,41.92,35.17,7.22,94.53,189.54,90.79,47.23,18.4,39.06,22,7.22,86.68,422.09,4.89
1122,84,10653,WIALCUTTING,-32.079,117.866,270,186.42,24.05,5.73,51.68,36.34,32.79,27.4,4.97,81.71,156.32,57.11,34.7,12.36,29.82,12.96,4.57,59.71,329.84,5.58
1123,54,10656,WIRRA,-34.125,118.415,318,55.22,21.56,7.72,30.59,38.16,41.24,36.59,8.63,98.34,168.97,116.65,55.31,22.7,41.78,26.96,12.17,103.61,439.27,4.24
1124,75,10680,TAMBARMERING,-32.567,117.869,350,195.77,23.28,5.19,50.17,35.39,32.58,28.92,5.1,82.47,167.36,62.33,34.56,12.57,29.8,13.68,5.07,61.12,346.72,5.77
1125,56,10691,KURRARA,-33.096,117.405,320,159.02,22.39,7.41,37.73,36.87,39.19,33.74,7.45,97.08,184.35,81.25,41.94,19.43,40.04,22.75,7.07,89.29,404.62,4.54
1126,54,10694,TWOLGANUP,-33.996,117.916,249,96.73,21.72,5.2,41.54,34.13,31.84,32.01,6.26,89.26,150.41,93.98,49.77,15.72,31.44,20.44,7.39,74.99,383.42,5.41
1127,53,10696,AMRISTA,-32.66,118.632,340,184.14,23.77,6.59,36.08,40.04,37.07,30.03,6.72,85.11,149.47,71.67,53.39,16.81,35.55,19.81,8.45,80.62,359.64,4.52
1128,47,10702,MOUNT,-32.1,118.806,340,228.75,24.43,4.53,45.55,35.73,29.95,27.62,5.04,80.45,135.59,61.34,53.95,12.38,27.79,13.87,6.53,60.57,331.33,5.57
1129,61,10705,HYDEN,-32.334,118.849,340,203.47,24.46,4.23,54.05,42.54,29.4,28.58,4.17,81.41,146.16,61.56,53.53,10.36,23.9,10.77,5,50.03,342.66,6.99
1130,37,10722,BOYNING,-32.8,117.5,359,174.21,22.61,7.95,40.03,33.99,43.95,34.22,7.16,101.79,198.71,75.38,34.81,18.11,39.78,20.49,7.51,85.89,410.69,4.76
1131,32,10733,DEEPLISH,-32.8,118.05,319,197.31,23.37,6.28,42.22,35.77,33.78,31.71,6.38,95.19,173.38,72.58,39.67,16.63,35.63,17.41,6.94,76.61,380.82,4.99
1132,30,10743,GUNDARING,-33.3,117.3,290,148.28,22.32,6.1,43.4,36.92,31.96,31.43,6.63,103.95,173.35,63.59,36.08,17.73,36.27,18.33,7.07,79.4,376.97,4.99
1133,43,10793,TARWONGA,-33.211,116.992,300,119.66,22.38,7.28,41.84,41.25,41.73,41.66,7.61,111.95,238.16,105.6,44.51,19.33,41.67,23.65,6.61,91.26,500.22,5.51
1134,38,10803,MARIA,-33.011,118.239,340,169.11,22.81,4.55,50.47,38.26,30.22,27.73,4.77,79.22,133.9,71.12,48.58,11.71,26.47,14.24,4.82,57.24,332.82,6
1135,70,10806,FALCONDALE,-33.271,118.261,350,141.56,22.43,6.13,42.59,38.05,33.46,31.81,7.04,93.39,164.7,77.49,46.07,18.29,38.36,20.27,7.51,84.43,381.65,4.77
1136,40,10811,NTH,-33.181,120.088,340,82.18,22.56,5.5,36.05,33.93,26.11,27.88,6.17,80.07,110.89,81.9,60.97,16.2,28.17,19.33,10.25,73.95,333.83,4.56
1137,28,10858,JUBUK,-32.317,117.683,279,172.06,23.56,5.68,48.11,34.32,31.5,28.71,5.24,90.86,164.43,56.51,32.66,13.82,30.25,13.86,4.96,62.89,344.46,5.63
1138,54,10866,CRANHAM,-33.932,117.326,340,120.41,21.17,7.63,33.24,38.74,41.72,41.5,8.42,111.85,224.71,111.89,48.58,21.24,44.11,26.93,8.74,101.02,497.03,4.94
1139,40,10872,DUNELM,-33.172,118.247,300,152.13,22.80,5.8,40.95,36.71,25.79,26.99,6.51,76.35,128.62,69.64,49.17,16.1,34.1,19.95,7.9,78.05,323.78,4.17
1140,26,10874,WATTLE,-34.016,117.23,360,111.16,21.26,8.42,31.89,37.27,45.77,45.12,9.32,113.75,233.17,133.13,57.59,22.73,47.62,30.61,10.73,111.69,537.64,4.86
1141,32,10876,CAERNARVON,-32.735,116.838,260,106.95,22.81,6.84,42.47,39.39,41.52,36.42,7.05,90.4,215.99,89.37,41.37,17.22,38.72,22.25,6.34,84.53,437.13,5.18
1142,41,10878,CHESALON,-33.538,119.656,350,49.58,22.08,6.17,24.93,40.66,34.02,34.78,8.4,100.21,132.95,107.37,75.12,22.49,36.49,27.71,13.85,100.54,415.65,4.17
1143,26,10884,SHERAWANYAH,-33.859,118.125,320,95.01,21.62,5.92,38.85,35.28,26.97,31.93,7.04,91.75,149.15,90.14,51.17,16.65,35.96,23.31,8.46,84.38,382.21,4.53
1144,26,10888,DWARDA,-32.813,116.693,340,96.72,23.10,8.77,44,37.93,58.79,43.02,7.7,111.41,260.48,109.75,35.79,19.42,41.73,24.65,6.58,92.38,517.43,5.58
1145,41,10895,MONTE,-33.399,119.934,310,58.51,22.45,6,29.71,40,36.34,31.88,7.37,92.58,123.34,92.65,73.54,20.73,33.12,23.27,11.24,88.36,382.11,4.34
1146,33,11000,BALLADONIA,-32.45,123.867,152,71.9,24.71,3.94,49.27,43.01,31.87,24.6,4.14,72.38,81.66,70.85,72.39,12,18.15,11.45,8.21,49.81,297.28,5.97
1147,36,11005,FORREST,-30.85,128.1,163,122.05,25.12,3.61,61.61,29.77,23.08,13.11,2.47,43.67,35.61,36.56,40.4,8.06,9.5,7.08,4.86,29.5,156.24,5.81
1148,34,11011,NOONDOONIA,-32.146,123.968,170,97.61,24.92,3.77,55.09,35.56,23.85,17.51,3.59,52.27,55.78,50.51,51.68,10.77,16.56,9.77,6.03,43.13,210.24,4.96
1149,45,11030,RAWLINNA,-31.042,125.216,183,156.43,25.86,3.89,50.69,31.65,26.13,16.87,3.23,56.16,46.71,42.94,54.52,9.33,12.51,8.98,7.78,38.6,200.33,5.25
1150,26,11045,BALGAIR,-31.09,125.659,162,135.72,25.79,5.04,37,35.6,36.18,22.7,5.09,72.75,60.37,55.82,83.62,15.23,18.73,13.58,13.54,61.08,272.56,4.43
1151,35,12000,AGNEW,-28.007,120.509,520,563.29,27.76,3.66,64.54,36.26,37.91,18.03,2.86,66.87,57.19,23.2,68.43,9.17,11.89,5.31,8,34.37,215.69,6.3
1152,45,12005,BLACKHILL,-28.067,119.517,499,468.99,27.47,3.96,59.58,36.9,37.05,17.53,2.9,65.16,56.95,20.2,68.11,10.29,12.53,4.69,7.33,34.84,210.42,5.97
1153,73,12007,BOODAROCKIN,-31.06,118.837,350,334.14,25.42,4.93,47.56,35.52,30.66,24.52,4.63,81.8,114.47,47.72,50.06,12.7,24.94,11.23,6.71,55.58,294.05,5.32
1154,102,12013,BULONG,-30.75,121.752,380,341.53,25.16,4.43,47.28,37.06,35.96,21.22,3.95,73.82,71.62,43.59,65.23,12.18,17.39,9.38,8.46,47.41,254.26,5.39
1155,45,12035,HIGGINSVILLE,-31.733,121.633,319,231.91,24.48,4.13,49.38,38.09,36.3,21.58,3.44,76.86,70.08,53.13,58.84,10.64,15.33,8.76,6.51,41.24,258.91,6.37
1156,69,12038,KALGOORLIE-BOULDER,-30.785,121.453,365.3,335.98,25.12,5.74,40.44,41.05,33.34,22.17,5.35,73.05,75.26,46.49,70.81,15.68,24.75,12.75,10.94,64.12,265.61,4.24
1157,46,12039,KALGOORLIE,-30.75,121.467,361,339.86,25.32,4.35,46.67,35.75,37.46,20.06,4.24,78.35,68.5,39.41,54.48,13.54,19.11,10.13,8.13,50.91,240.74,4.72
1158,45,12040,KANOWNA,-30.6,121.6,374,357.01,25.32,4.09,48.22,34.54,32.07,19.44,3.9,75.12,65.96,39.56,52.64,12.24,17.69,9.04,7.78,46.75,233.28,5
1159,102,12046,LEONORA,-28.884,121.33,376,546.64,27.82,4.22,50.54,37.99,41.03,19.7,3.52,74.9,58.97,29.81,72.65,11.39,13.89,7.38,9.54,42.2,236.33,5.46
1160,79,12056,MOREE,-31.594,119.142,410,269.21,24.56,5.25,47.15,39.85,30.21,27.56,5.26,88.12,133.69,56.86,52.32,14.13,28.63,13.67,6.67,63.1,330.99,5.27
1161,45,12059,MOUNT,-27.6,120.55,487,581.73,28.23,4.27,68.73,38.36,41.85,18.46,2.86,88.08,49.35,18.47,65.58,10.73,11.04,4.33,8.2,34.3,221.48,6.43
1162,100,12074,SOUTHERN,-31.232,119.328,355,304.55,25.39,5.81,41.04,35.29,30.58,25.41,5.66,86.92,113.96,51.61,52.14,15.83,29.59,13.99,8.46,67.87,304.63,4.5
1163,54,12086,WILSONS,-28.3,121.183,450,611.54,27.71,3.98,72.94,36.24,39.08,16.28,2.57,73.6,42.54,19.37,60.47,9.35,9.81,3.8,7.89,30.85,195.98,6.22
1164,80,12090,YEELIRRIE,-27.284,120.093,487,551.88,28.46,4.51,62.56,42.21,40.47,20,3.34,82.74,54.15,23.82,78.47,11.86,11.82,5.54,10.85,40.07,239.18,5.92
1165,87,12092,YUINMERY,-28.561,119.016,500,405.28,27.57,4.7,53.05,41.52,38.05,20.36,3.58,71.76,72.35,26.95,73.23,11.22,16.64,6.51,8.57,42.94,244.29,5.57
1166,101,12093,YUNDAMINDRA,-29.247,122.102,450,464.97,26.84,3.9,62.89,37.74,39.54,19.59,2.89,73.91,57.64,33.21,69.9,9.13,11.69,5.95,7.83,34.6,234.66,6.83
1167,70,12099,WALGOOLAN,-31.183,118.596,300,271.57,25.49,4.94,46.69,34.51,24.49,24.72,4.96,80.66,119.59,47.63,48.69,13.21,27.73,12.39,6.23,59.56,296.57,4.99
1168,47,12100,WALGOOLAN,-31.5,118.6,339,262.53,24.89,4.87,50.26,34.19,25.95,26.29,4.99,82.86,142.97,49.5,41.12,13.47,29.06,11.77,5.66,59.96,316.45,5.34
1169,27,12105,GILGAI,-33.183,121.65,232,71.92,22.64,5.44,39.11,35.88,31,29.44,6.13,81.01,124.29,88.92,58.6,16.59,29.7,18.67,8.48,73.44,352.82,4.8
1170,99,12176,STURT,-28.678,120.971,400,570.59,28.01,3.58,71.44,38.83,43.51,17.97,2.34,70.84,51.1,26.14,67.67,7.99,9.37,4.1,6.61,28.07,215.75,7.66
1171,39,12221,BODALLIN,-31.369,118.836,366,301.6,24.92,5,45.38,39.32,34.37,29.67,4.87,95.23,137.67,63.25,59.5,12.67,25.74,12.8,7.18,58.39,355.65,6.12
1172,40,12223,LORT,-33.224,121.354,200,65.39,23.03,6.15,31.2,35.9,30.49,29.93,7.52,90.29,109.88,91.26,67.15,20.67,33.5,23.63,12.4,90.2,358.58,4.01
1173,39,12226,BODALLIN,-31.166,118.888,400,321.46,25.37,4.54,51.62,40.31,32.1,26.48,4.26,90.68,117.66,50.96,57.99,11.59,23.39,10.05,6.03,51.06,317.29,6.23
1174,32,12247,GINDALBIE,-30.282,121.761,380,393.44,25.50,3.72,65.44,42.73,55.56,21.75,2.52,72.69,69.1,39.64,79.59,8.13,10.66,5.47,5.94,30.2,261.02,9.08
1175,34,12255,WITTENOOM,-33.566,122.271,190,39.1,22.00,6.5,32.5,37.04,39.76,40.76,7.83,124.83,180.3,113.57,70.47,22.21,35.65,24.12,12.03,94.01,489.17,5.27
1176,29,12260,CASCADES,-33.522,121.079,180,35.96,22.34,5.83,27.86,36.99,38.37,36.22,8.03,104.81,144.99,117.16,66.2,23.52,34.03,25.66,12.86,96.07,433.16,4.53
1177,25,12291,RIVER,-33.458,120.915,200,44.09,22.57,5.6,36.36,39.1,28.51,32.74,6.8,96.07,124.59,95.67,75.51,19.16,30.12,21.68,10.28,81.24,391.84,4.84
